id,timestamp,datetime,nonce,symbol,trade_priority,ask_price,ask_volume,bid_price,bid_volume
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,1,42169.16,2.209455,42169.15,0.583961
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,2,42169.61,0.158298,42168.66,0.000592
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,3,42169.84,0.068384,42168.0,0.1098
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,4,42169.85,0.003,42167.98,0.093874
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,5,42169.9,0.036,42167.53,0.047428
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,6,42169.91,0.0015,42167.0,1.261432
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,7,42170.0,0.1098,42166.99,0.047428
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,8,42170.24,0.006,42166.65,0.047428
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,9,42170.54,0.006,42166.56,0.506
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,10,42171.0,0.000198,42166.26,0.047428
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,11,42171.99,0.267956,42166.21,0.068391
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,12,42172.0,0.123194,42166.16,0.006
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,13,42172.91,0.0015,42166.01,0.238819
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,14,42172.97,0.175183,42166.0,0.1098
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,15,42173.0,0.0025,42165.39,0.003
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,16,42173.38,0.525,42164.98,0.023713
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,17,42174.43,0.594893,42164.75,0.00451
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,18,42174.88,0.023713,42164.74,0.011857
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,19,42175.13,0.011857,42164.01,1.149545
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,20,42175.36,0.004934,42164.0,0.1098
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,21,42175.37,0.15765,42163.91,0.0015
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,22,42175.91,0.0015,42163.83,0.528525
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,23,42176.0,0.0024,42162.8,0.10556
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,24,42177.0,0.002928,42162.18,0.711438
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,25,42177.34,1.239255,42162.12,0.116788
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,26,42177.35,0.569772,42162.0,0.1098
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,27,42177.46,0.034978,42161.99,0.029002
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,28,42177.52,0.105049,42161.73,0.273595
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,29,42178.19,0.009501,42161.06,1.068402
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,30,42178.91,0.0015,42160.91,0.0015
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,31,42179.23,0.525,42160.71,0.525
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,32,42179.27,0.036676,42160.0,0.1098
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,33,42179.28,0.116788,42158.73,0.094875
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,34,42179.32,0.118541,42158.72,1.239824
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,35,42179.38,0.12241,42158.71,0.570033
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,36,42179.66,0.029672,42158.55,0.46052
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,37,42180.0,0.095,42158.1,0.028443
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,38,42181.19,1.143072,42158.0,0.1098
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,39,42181.2,0.11856,42157.91,0.0015
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,40,42181.54,0.525548,42157.83,0.116788
0,1703980888276,2023-12-31T00:01:28.276Z,,BTC/USDT,41,42181.82,0.476215,42157.56,0.079965
